"id_rec","file","group","sum.np","lat.c","num.c","num.cs","num.css","sum.c","mean.c","occ.pd","num.pd","sum.pd","mean.pd","rate.pd","occ.e1","lat.e1","lat.e1p","num.e1","sum.e1","mean.e1","max.e1","prop.e1","occ.sing.e1","sing.e1","num.e1f","num.e1m","num.e1l","sum.e1f","sum.e1m","sum.e1l","prop.e1f","prop.e1m","prop.e1l","occ.e2","occ.e2s","lat.e2","lat.e2p","lat.e2s","lat.e2sp","num.e2","num.e2s","sum.e2","sum.e2s","mean.e2","mean.e2t","mean.e2s","mean.e2st","max.e2","occ.f","num.f","sum.f","mean.f","occ.g","num.g","sum.g","mean.g","occ.w11","lat.w11p","num.w11","sum.w11","mean.w11","occ.w12","lat.w12p","num.w12","sum.w12","mean.w12"
"1","C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_SA/8_syst3_psfRivera-ch4_.ANA","Riv_SA","103.087",0.0806666666666667,18,3,1,162.293,9.01627777777778,0,NA,NA,NA,NA,1,43.1278333333333,43.0471666666667,13,12.4125,0.954807692307691,2.51183333333334,3.1241263628739,1,3,3,6,1,2.82849999999999,3.669,0.207499999999982,1.31791072593421,1.70953312831982,0.0966825086198778,1,1,113.772,113.691333333333,118.085666666667,118.005,9,4,202.2075,191.481,22.4675,22.8751666666667,47.87025,48.7875,78.4448333333333,0,0,0,NA,0,0,0,NA,0,479.919333333333,0,0,NA,0,479.919333333333,0,0,NA
"2","C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_SA/8_syst1_psfRivera-ch1_.ANA","Riv_SA","50.2926666666667",1.18283333333333,29,8,4,415.3935,14.3239137931034,0,NA,NA,NA,NA,1,11.8138333333333,10.631,9,10.5788333333334,1.17542592592593,2.30083333333329,38.2951224340095,1,4,3,0,2,4.3185,0,1.16300000000007,30.1701151566666,0,8.1250072773429,1,0,46.876,45.6931666666667,480,478.817166666667,3,0,3.73499999999996,0,1.24499999999999,1.24499999999999,NA,NA,1.3655,0,0,0,NA,0,0,0,NA,0,478.817166666667,0,0,NA,0,478.817166666667,0,0,NA
"3","C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_SA/7_syst3_psfRivera-ch4_.ANA","Riv_SA","72.4793333333333",65.8333333333333,10,2,1,120.538166666667,12.0538166666667,0,NA,NA,NA,NA,1,178.322166666667,112.488833333333,7,7.78583333333319,1.11226190476188,4.07299999999998,3.25944604418439,0,0,4,1,2,3.18999999999994,0.0616666666666106,4.53416666666664,1.33545536306731,0.025816012765646,1.89817466835144,1,1,179.205333333333,113.372,179.205333333333,113.372,5,4,231.084,228.8005,46.2168,46.2291333333333,57.200125,57.2155416666667,142.753666666667,1,2,48.1126666666667,24.0563333333333,0,0,0,NA,0,414.166666666667,0,0,NA,0,414.166666666667,0,0,NA
"4","C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_SA/7_syst1_psfRivera-ch7_.ANA","Riv_SA","9.55616666666667",0.359666666666667,14,2,1,248.636166666667,17.7597261904762,0,NA,NA,NA,NA,1,162.044,161.684333333333,10,6.80200000000002,0.680200000000002,1.91333333333336,3.23186521722177,1,1,3,4,2,3.37500000000003,1.73666666666668,0.55233333333328,1.92576714479583,0.990937957964076,0.315160114461863,1,1,162.6545,162.294833333333,162.6545,162.294833333333,7,2,168.452833333333,167.109833333333,24.0646904761905,24.3127857142857,83.5549166666667,84.42325,140.438833333333,0,0,0,NA,1,1,46.5528333333333,46.5528333333333,0,479.640333333333,0,0,NA,0,479.640333333333,0,0,NA
"5","C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_SA/7_syst1_psfRivera-ch1_.ANA","Riv_SA","65.9471666666667",0.48,96,57,39,383.801333333333,3.99793055555556,0,NA,NA,NA,NA,1,121.861,121.381,16,14.5798333333333,0.911239583333329,2.35550000000001,15.8763089005237,1,7,4,1,4,2.53566666666666,0.185000000000002,1.32250000000003,9.9568062827225,0.726439790575927,5.19306282722527,1,0,122.363666666667,121.883666666667,480,479.52,5,0,10.8868333333333,0,2.17736666666667,2.21436666666667,NA,Inf,5.22650000000004,0,0,0,NA,1,1,4.78483333333332,4.78483333333332,0,479.52,0,0,NA,0,479.52,0,0,NA
"6","C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_SA/6_syst3_psfRivera-ch5_.ANA","Riv_SA","15.604",7.97616666666667,15,6,4,181.0205,12.0680333333333,0,NA,NA,NA,NA,1,22.9408333333333,14.9646666666667,15,30.4948333333332,2.03298888888888,19.332,10.1066135451606,1,1,4,7,3,3.44016666666663,23.8719999999999,1.32749999999996,1.21399579944866,8.42415805177227,0.468459693939652,1,1,27.4015,19.4253333333333,88.8656666666667,80.8895,11,4,252.880666666667,232.672666666667,22.9891515151515,25.1593333333333,58.1681666666667,64.1361666666667,71.5268333333333,0,0,0,NA,0,0,0,NA,0,472.023833333333,0,0,NA,0,472.023833333333,0,0,NA
"7","C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_SA/6_syst1_psfRivera-ch1_.ANA","Riv_SA","85.1883333333332",4.43633333333333,62,37,10,311.554,5.02506451612904,0,NA,NA,NA,NA,1,14.366,9.92966666666667,18,13.9806666666666,0.776703703703701,1.89183333333335,9.38852478050066,1,5,6,3,4,5.4731666666666,1.06783333333334,1.27566666666669,6.5737689822358,1.28256456862832,1.53219122963654,1,1,115.264666666667,110.828333333333,208.244166666667,203.807833333333,9,1,69.277,47.9471666666666,7.69744444444444,7.81609259259259,47.9471666666666,49.015,47.9471666666666,0,0,0,NA,0,0,0,NA,0,475.563666666667,0,0,NA,0,475.563666666667,0,0,NA
"8","C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_SA/5_syst3_psfRivera-ch8_.ANA","Riv_SA","24.553",11.2953333333333,21,6,2,294.473666666667,14.0225555555556,0,NA,NA,NA,NA,1,35.421,24.1256666666667,15,17.1251666666666,1.14167777777777,5.41133333333333,9.39099643833345,1,2,5,5,3,3.67833333333328,10.5001666666667,0.938499999999976,2.2850575664706,6.52292305143711,0.583015820425729,1,1,35.9176666666667,24.6223333333333,53.4341666666667,42.1388333333333,10,2,143.848166666667,116.526,14.3848166666667,15.4348333333333,58.263,63.5130833333334,96.8816666666667,0,0,0,NA,0,0,0,NA,0,468.704666666667,0,0,NA,0,468.704666666667,0,0,NA
"9","C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_SA/5_syst1_psfRivera-ch8_.ANA","Riv_SA","45.4795000000001",1.363,71,47,31,294.466,4.14740845070422,0,NA,NA,NA,NA,1,253.451666666667,252.088666666667,4,9.49583333333328,2.37395833333332,4.68700000000001,0,1,4,0,0,0,0,0,0,0,0,0,0,0,480,478.637,480,478.637,0,0,0,0,NA,NA,NA,NA,NA,1,1,101.827833333333,101.827833333333,1,1,28.7308333333333,28.7308333333333,0,478.637,0,0,NA,0,478.637,0,0,NA
"10","C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_SA/5_syst1_psfRivera-ch1_.ANA","Riv_SA","48.6755000000001",12.5101666666667,58,31,11,358.696,6.18441379310345,0,NA,NA,NA,NA,1,75.8736666666667,63.3635,27,23.8955000000001,0.885018518518522,3.279,15.5180129012717,1,7,10,0,10,7.22366666666673,0,4.0468333333334,9.94604964534133,0,5.57196325593038,1,1,108.962666666667,96.4525,357.389833333333,344.879666666667,10,1,48.7329999999999,21.515,4.8733,4.8733,21.515,21.515,21.515,0,0,0,NA,0,0,0,NA,0,467.489833333333,0,0,NA,0,467.489833333333,0,0,NA
