"file","id_rec","group","id_probe","wave","wavename","volt","start","stop","dur","nextwave","prevwave"
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Kim_SA/8_syst3_psfRivera-ch6_.ANA",1,"Kim_SA",2,1,"non probing",NA,0,6.6,6.6,1,2
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Kim_SA/8_syst3_psfRivera-ch6_.ANA",1,"Kim_SA",3,1,"non probing","-2",6.6,8.582,1.982,2,1
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Kim_SA/8_syst3_psfRivera-ch6_.ANA",1,"Kim_SA",4,2,"pathway","1517",8.582,10.1048333333333,1.52283333333333,1,1
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Kim_SA/8_syst3_psfRivera-ch6_.ANA",1,"Kim_SA",5,1,"non probing","-11",10.1048333333333,12.5311666666667,2.42633333333333,2,2
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Kim_SA/8_syst3_psfRivera-ch6_.ANA",1,"Kim_SA",6,2,"pathway","1145",12.5311666666667,39.2216666666667,26.6905,4,1
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Kim_SA/8_syst3_psfRivera-ch6_.ANA",1,"Kim_SA",7,4,"salivation phloem","-3179",39.2216666666667,40.4651666666667,1.24349999999999,2,2
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Kim_SA/8_syst3_psfRivera-ch6_.ANA",1,"Kim_SA",8,2,"pathway","-708",40.4651666666667,41.4645,0.99933333333334,4,4
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Kim_SA/8_syst3_psfRivera-ch6_.ANA",1,"Kim_SA",9,4,"salivation phloem","-3280",41.4645,41.9101666666667,0.445666666666668,5,2
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Kim_SA/8_syst3_psfRivera-ch6_.ANA",1,"Kim_SA",10,5,"phloem feeding","-3663",41.9101666666667,42.5751666666667,0.664999999999999,4,4
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Kim_SA/8_syst3_psfRivera-ch6_.ANA",1,"Kim_SA",11,4,"salivation phloem","-3311",42.5751666666667,43.3326666666667,0.7575,2,5
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Kim_SA/8_syst3_psfRivera-ch6_.ANA",1,"Kim_SA",12,2,"pathway","-575",43.3326666666667,49.4376666666667,6.105,1,4
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Kim_SA/8_syst3_psfRivera-ch6_.ANA",1,"Kim_SA",13,1,"non probing","6",49.4376666666667,53.5263333333333,4.08866666666666,2,2
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Kim_SA/8_syst3_psfRivera-ch6_.ANA",1,"Kim_SA",14,2,"pathway","40",53.5263333333333,53.825,0.298666666666669,1,1
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Kim_SA/8_syst3_psfRivera-ch6_.ANA",1,"Kim_SA",15,1,"non probing","1",53.825,56.7581666666667,2.93316666666666,2,2
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Kim_SA/8_syst3_psfRivera-ch6_.ANA",1,"Kim_SA",16,2,"pathway","474",56.7581666666667,57.2281666666667,0.470000000000006,1,1
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Kim_SA/8_syst3_psfRivera-ch6_.ANA",1,"Kim_SA",17,1,"non probing","-4",57.2281666666667,58.8001666666667,1.572,2,2
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Kim_SA/8_syst3_psfRivera-ch6_.ANA",1,"Kim_SA",18,2,"pathway","228",58.8001666666667,59.1186666666667,0.318499999999993,1,1
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Kim_SA/8_syst3_psfRivera-ch6_.ANA",1,"Kim_SA",19,1,"non probing","-7",59.1186666666667,59.2776666666667,0.158999999999999,2,2
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Kim_SA/8_syst3_psfRivera-ch6_.ANA",1,"Kim_SA",20,2,"pathway","62",59.2776666666667,78.4315,19.1538333333333,4,1
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Kim_SA/8_syst3_psfRivera-ch6_.ANA",1,"Kim_SA",21,4,"salivation phloem","-4192",78.4315,79.074,0.642499999999998,5,2
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Kim_SA/8_syst3_psfRivera-ch6_.ANA",1,"Kim_SA",22,5,"phloem feeding","-4645",79.074,82.4736666666667,3.39966666666668,2,4
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Kim_SA/8_syst3_psfRivera-ch6_.ANA",1,"Kim_SA",23,2,"pathway","-780",82.4736666666667,93.9735,11.4998333333333,4,5
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Kim_SA/8_syst3_psfRivera-ch6_.ANA",1,"Kim_SA",24,4,"salivation phloem","-4055",93.9735,94.5875,0.614000000000004,5,2
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Kim_SA/8_syst3_psfRivera-ch6_.ANA",1,"Kim_SA",25,5,"phloem feeding","-4799",94.5875,98.7045,4.117,4,4
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Kim_SA/8_syst3_psfRivera-ch6_.ANA",1,"Kim_SA",26,4,"salivation phloem","-4246",98.7045,98.7898333333333,0.0853333333333239,5,5
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Kim_SA/8_syst3_psfRivera-ch6_.ANA",1,"Kim_SA",27,5,"phloem feeding","-4281",98.7898333333333,107.156333333333,8.3665,2,4
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Kim_SA/8_syst3_psfRivera-ch6_.ANA",1,"Kim_SA",28,2,"pathway","-881",107.156333333333,108.939833333333,1.7835,4,5
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Kim_SA/8_syst3_psfRivera-ch6_.ANA",1,"Kim_SA",29,4,"salivation phloem","-4132",108.939833333333,109.401,0.461166666666671,5,2
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Kim_SA/8_syst3_psfRivera-ch6_.ANA",1,"Kim_SA",30,5,"phloem feeding","-4207",109.401,111.78,2.37899999999999,4,4
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Kim_SA/8_syst3_psfRivera-ch6_.ANA",1,"Kim_SA",31,4,"salivation phloem","-3815",111.78,111.963833333333,0.183833333333325,2,5
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Kim_SA/8_syst3_psfRivera-ch6_.ANA",1,"Kim_SA",32,2,"pathway","-873",111.963833333333,114.295333333333,2.33150000000001,1,4
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Kim_SA/8_syst3_psfRivera-ch6_.ANA",1,"Kim_SA",33,1,"non probing","1",114.295333333333,117.413666666667,3.11833333333333,2,2
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Kim_SA/8_syst3_psfRivera-ch6_.ANA",1,"Kim_SA",34,2,"pathway","-177",117.413666666667,118.586,1.17233333333334,1,1
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Kim_SA/8_syst3_psfRivera-ch6_.ANA",1,"Kim_SA",35,1,"non probing","9",118.586,119.1915,0.605499999999992,2,2
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Kim_SA/8_syst3_psfRivera-ch6_.ANA",1,"Kim_SA",36,2,"pathway","-334",119.1915,123.337333333333,4.14583333333334,1,1
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Kim_SA/8_syst3_psfRivera-ch6_.ANA",1,"Kim_SA",37,1,"non probing","-2",123.337333333333,126.401666666667,3.06433333333334,2,2
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Kim_SA/8_syst3_psfRivera-ch6_.ANA",1,"Kim_SA",38,2,"pathway","99",126.401666666667,129.333,2.93133333333333,1,1
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Kim_SA/8_syst3_psfRivera-ch6_.ANA",1,"Kim_SA",39,1,"non probing","-15",129.333,130.874166666667,1.54116666666667,2,2
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Kim_SA/8_syst3_psfRivera-ch6_.ANA",1,"Kim_SA",40,2,"pathway","-283",130.874166666667,132.688166666667,1.81399999999999,1,1
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Kim_SA/8_syst3_psfRivera-ch6_.ANA",1,"Kim_SA",41,1,"non probing","0",132.688166666667,134.754333333333,2.06616666666667,2,2
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Kim_SA/8_syst3_psfRivera-ch6_.ANA",1,"Kim_SA",42,2,"pathway","1194",134.754333333333,138.439666666667,3.68533333333332,1,1
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Kim_SA/8_syst3_psfRivera-ch6_.ANA",1,"Kim_SA",43,1,"non probing","63",138.439666666667,138.9625,0.522833333333352,2,2
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Kim_SA/8_syst3_psfRivera-ch6_.ANA",1,"Kim_SA",44,2,"pathway","732",138.9625,145.069666666667,6.10716666666667,1,1
